Transition_From*, Transition_To*, First_Variable*, Second_Variable*, Chi_2, Cramer, Contingency, Joint_Entropy, Joint_Uncertainty, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, static_amenazas/Bin_Mineria, 0, 0, 0, 1.14290401120986, 0, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, static_amenazas/Bin_incendios_forestales, 33235.8560569726, 0.564193693495886, 0.623689019005922, 2.94727207619789, 0.226656225531238, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, static_biofisico/Bin_POMCA, 12675.4343934085, 0.738490099654134, 0.72228759157451, 2.44528256410208, 0.323316060467357, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, static_biofisico/Bin_clasedesuelos, 84076.5656236152, 0.684221011095201, 0.695381606897929, 2.8190203928338, 0.262108144504472, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, static_biofisico/Bin_humendales, 0, 0, 0, 2.39244388373286, 0, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, static_biofisico/Bin_nacimientos, 0, 0, 0, 2.50977902015885, 0, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, static_biofisico/Bin_parquesreservas, 0, 0, 0, 2.17852685138626, 0, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, static_biofisico/Bin_silape, 9699.48426158714, 0.516199600407082, 0.458692435046236, 3.10653999464894, 0.0870546393770388, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, static_biofisico/bin_rnare, 0, 0, 0, 0.663825575267588, 0, 
1, 2, dynamic_Infraestructura/Dist_constru_urbana, static_conflictos/Bin_estructuraecologicappal, 0, 0, 0, 2.70186616409394, 0, 
1, 2, dynamic_Infraestructura/Dist_linea_altatension, dynamic_Infraestructura/Dist_potable, 20867.5227217734, 0.160689727924067, 0.434245337713212, 3.45785430589021, 0.0482538649322118, 
